亜,ア;7
哀,アイ;7,あわ―れ;7,あわ―れm;7
挨,アイ;7
愛,アイ;4
曖,アイ;7
悪,アク;3,わる―i;3,オ;8
握,アク;7,にぎ―r;7
圧,アツ;5
扱,あつか―w;7
宛,あ―て1;7
嵐,あらし;7
安,アン;3,やす―i;3
案,アン;4
暗,アン;3,くら―i;3
以,イ;4
衣,イ;4,ころも;7
位,イ;4,くらい;4,（ミ）;4
囲,イ;5,かこ―m;5,かこ―w;5
医,イ;3
依,イ;7,（エ）;8
委,イ;3,ゆだ―ね1;3,ゆだね―1;9
威,イ;7
為,イ;7
畏,イ;7,おそ―れ1;7
胃,イ;6
尉,イ;7
異,イ;6,こと;6
移,イ;5,うつ―r;5,うつ―s;5
萎,イ;7,な―え1;7,なえ―1;9
偉,イ;7,えら―i;7
椅,イ;7
彙,イ;7
意,イ;3
違,イ;7,ちが―w;7,ちが―え1;7
維,イ;7
慰,イ;7,なぐさ―め1;7,なぐさ―m;7
遺,イ;6,（ユイ）;7
緯,イ;7
域,イキ;6
育,イク;3,そだ―t;3,そだ―て1;3,そだて―1;9,はぐく―m;3
一,イチ;1,イツ;1,ひと;1,ひと―つ;1
壱,イチ;7
逸,イツ;7
茨,（いばら）;4
芋,いも;7
引,イン;2,ひ―k;2,ひ―け1;2,ひ―っ;2
印,イン;4,しるし;4
因,イン;5,よ―r;8
咽,イン;7
姻,イン;7
員,イン;3
院,イン;3
淫,イン;7,みだ―ら;8
陰,イン;7,かげ;7,かげ―r;7
飲,イン;3,の―m;3
隠,イン;7,かく―s;7,かく―れ1;7,かくれ―1;9,（チン）;7
韻,イン;7
右,ウ;1,ユウ;1,みぎ;1
宇,ウ;6
羽,は;2,はね;2,ウ;7
雨,ウ;1,あめ;1,（あま）;1
唄,（うた）;7
鬱,ウツ;7
畝,うね;7
浦,うら;7
運,ウン;3,はこ―b;3
雲,ウン;2,くも;2
永,エイ;5,なが―i;5
泳,エイ;3,およ―g;3
英,エイ;4
映,エイ;6,うつ―r;6,うつ―s;6,は―え1;7
栄,エイ;4,さか―え1;4,さかえ―1;9,は―え1;8,は―え1;8
営,エイ;5,いとな―m;5
詠,エイ;7,よ―m;8
影,エイ;7,かげ;7
鋭,エイ;7,するど―i;7
衛,エイ;5
易,エキ;5,イ;5,やさ―しi;5
疫,エキ;7,（ヤク）;8
益,エキ;5,（ヤク）;8
液,エキ;5
駅,エキ;3
悦,エツ;7
越,エツ;7,こ―s;7,こ―え1;7
謁,エツ;7
閲,エツ;7
円,エン;1,まる―i;1
延,エン;6,の―び1;6,の―べ1;6,の―ばs;6,のば―s;9
沿,エン;6,そ―w;6
炎,エン;7,ほのお;7
怨,オン;7,エン;8
宴,エン;7
